wordPairs,English Translation,PairMeanConcreteness,clusters,assocStrength,MeanPairSimilarity,SD,min,max,median,range,skewness,Q1,Q3,primeWord,PrimeMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,MegalexRT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm,targetWord,TargetMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,Megalex_RT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm
empire-état,empire state,"3,80","1,00","0,20","3,32","1,85","1,00","7,00","3,00","6,00","0,27","1,75","5,00",empire,"4,35","1,86","1,00","7,00","4,00","6,00","-0,14","3,00","6,00",NOM,"6,00","5,00","1,55","699,26","557,63","19,02","60,74","43,20","11,88","15,20",état,"3,26","1,40","1,00","7,00","4,00","6,00","0,06","2,00","4,00",NOM,"4,00","5,00","1,60","584,42","530,06","136,81","192,03","326,80","96,56","399,89"
empreinte-marque,print brand,"4,78","2,00",NA,"4,67","1,90","1,00","7,00","5,00","6,00","-0,78","3,25","6,00",empreinte,"5,38","1,34","3,00","7,00","5,00","4,00","-0,24","4,00","7,00",NOM,"9,00","1,00","2,60","701,92","531,91","11,41","8,72","11,01","2,35","6,84",marque,"4,19","2,07","1,00","7,00","4,00","6,00","-0,02","2,00","6,00",NOM,"6,00","6,00","1,40","690,16","567,51","23,91","26,89","97,50","91,35","108,20"
émulsion-mélange,emulsion mix,"4,04","2,00",NA,"3,93","1,88","1,00","7,00","4,00","6,00","-0,13","2,00","5,00",émulsion,"4,21","2,07","1,00","7,00","5,00","6,00","-0,27","3,00","5,75",NOM,"8,00","0,00","2,50",NA,NA,"0,24","0,07","2,46","0,25","0,41",mélange,"3,88","1,43","1,00","7,00","4,00","6,00","0,42","3,00","4,00",NOM,"7,00","2,00","1,65","615,24","514,67","9,56","28,58","113,63","19,90","21,51"
énigme-mystère,enigma mystery,"3,12","1,00","0,27","5,44","1,37","1,00","7,00","6,00","6,00","-1,92","5,00","6,00",énigme,"3,63","1,84","1,00","7,00","4,00","6,00","0,12","2,00","5,00",NOM,"6,00","1,00","2,25","683,00","597,49","5,45","8,58","7,13","3,54","3,19",mystère,"2,62","1,59","1,00","7,00","2,00","6,00","1,28","1,00","3,00",NOM,"7,00","1,00","2,45","569,92","549,56","22,90","39,53","36,80","18,89","15,55"
ennemi-adversaire,enemy adversary,"4,34","2,00","0,01","4,90","1,84","1,00","7,00","5,00","6,00","-0,70","3,75","6,00",ennemi,"4,11","1,72","1,00","7,00","4,00","6,00","0,04","3,00","5,00",ADJ,"6,00","0,00","2,70","694,12","541,11","5,72","4,66","38,46","9,36","14,94",adversaire,"4,56","1,72","1,00","7,00","5,00","6,00","-0,11","3,00","6,00",NOM,"10,00","0,00","3,70","677,92",NA,"7,61","15,95","17,41","5,35","53,84"
ennui-problème,trouble problem,"3,31","1,00",NA,"4,44","1,94","1,00","7,00","5,00","6,00","-0,70","3,50","6,00",ennui,"3,15","1,73","1,00","7,00","3,00","6,00","0,92","2,00","4,00",NOM,"5,00","1,00","1,85","660,64","525,65","14,76","38,24","17,96","14,34","3,30",problème,"3,47","1,72","1,00","7,00","3,00","6,00","0,48","2,00","4,75",NOM,"8,00","0,00","2,85","581,35","473,92","391,20","55,20","220,90","276,66","228,24"
enquête-recherche,investigation search,"4,03","2,00",NA,"5,12","1,51","1,00","7,00","5,00","6,00","-0,81","4,00","6,00",enquête,"4,53","1,58","1,00","7,00","4,50","6,00","-0,08","3,25","5,75",NOM,"7,00","2,00","1,95","551,73","506,47","53,89","18,45","79,08","39,74","319,90",recherche,"3,54","1,77","1,00","7,00","3,00","6,00","0,46","3,00","4,75",NOM,"9,00","2,00","2,05","634,96","501,69","48,70","39,93","196,60","321,02","159,52"
entité-être,entity being,"2,51","1,00","0,29","3,93","1,87","1,00","7,00","5,00","6,00","-0,44","2,00","5,00",entité,"2,65","1,51","1,00","6,00","2,00","5,00","0,51","1,00","4,00",NOM,"6,00","1,00","1,90","837,67","636,33","2,12","1,62","11,16","1,73","6,66",être,"2,38","1,66","1,00","7,00","2,00","6,00","0,99","1,00","4,00",AUX,"4,00","1,00","1,85","622,96","494,28","725,09","685,47","1876,02","1750,51","1690,94"
épargne-argent,saving money,"4,62","2,00","0,37","4,02","1,92","1,00","7,00","4,00","6,00","-0,10","3,00","6,00",épargne,"3,85","1,94","1,00","7,00","4,00","6,00","0,11","2,00","5,00",NOM,"7,00","2,00","1,75","733,77","576,98","3,08","3,04","16,23","5,53","37,03",argent,"5,38","1,33","2,00","7,00","5,00","5,00","-0,46","4,50","6,50",ADJ,"6,00","4,00","1,60","610,19","528,34","9,41","6,22","182,04","105,01","178,35"
épave-ruine,wreck ruin,"5,42","2,00","0,01","4,73","1,53","1,00","7,00","5,00","6,00","-0,73","4,00","6,00",épave,"5,80","1,42","2,00","7,00","6,00","5,00","-1,16","5,00","7,00",NOM,"5,00","1,00","1,85","680,17","577,54","6,52","6,28","1,70","0,83","5,85",ruine,"5,03","1,78","1,00","7,00","5,00","6,00","-0,37","4,00","7,00",NOM,"5,00","5,00","1,35","619,00","568,04","9,23","15,47","7,71","3,97","3,04"
épice-arôme,spice flavor,"4,94","2,00","0,01","4,53","1,42","1,00","7,00","5,00","6,00","-0,94","4,00","5,00",épice,"6,27","0,94","4,00","7,00","7,00","3,00","-1,07","6,00","7,00",NOM,"5,00","4,00","1,60","693,13","554,48","1,46","1,69","3,70","1,70","0,64",arôme,"3,61","1,79","1,00","7,00","4,00","6,00","-0,10","2,00","5,00",NOM,"5,00","0,00","1,90","641,57","580,42","1,12","2,43","4,52","1,05","0,58"
épine-aiguille,thorn needle,"6,33","3,00","0,01","4,50","1,70","1,00","7,00","5,00","6,00","-0,30","4,00","5,25",épine,"6,29","0,96","4,00","7,00","7,00","3,00","-1,37","6,00","7,00",NOM,"5,00","4,00","1,65","679,24","576,57","2,52","3,92","2,15","1,23","3,01",aiguille,"6,36","0,96","4,00","7,00","7,00","3,00","-1,50","6,00","7,00",NOM,"8,00","3,00","1,80","665,91","587,72","10,40","18,38","13,10","3,36","2,54"
équilibre-égalité,balance equality,"3,13","1,00",NA,"4,08","1,82","1,00","7,00","5,00","6,00","-0,28","3,00","5,00",équilibre,"3,21","1,58","1,00","7,00","3,00","6,00","0,46","2,00","4,00",NOM,"9,00","2,00","2,15","635,33","531,82","10,53","39,05","46,84","11,23","54,98",égalité,"3,05","1,41","1,00","6,00","3,00","5,00","0,07","2,00","4,00",NOM,"7,00","1,00","1,85","623,73","590,59","6,96","8,11","40,25","15,46","42,73"
équité-justice,equity justice,"2,87","1,00",NA,"5,00","1,86","1,00","7,00","5,00","6,00","-0,88","4,00","6,25",équité,"2,86","1,80","1,00","7,00","2,00","6,00","1,00","1,50","3,50",NOM,"6,00","1,00","1,95","845,95","624,54","0,79","1,49","6,31","1,26","9,00",justice,"2,88","1,65","1,00","7,00","3,00","6,00","0,77","1,00","4,00",NOM,"7,00","0,00","2,60","600,78","516,04","50,96","46,22","113,21","47,83","254,43"
érable-sapin,maple fir,"6,57","3,00",NA,"3,79","1,91","1,00","7,00","4,00","6,00","-0,23","2,00","5,00",érable,"6,38","1,11","2,00","7,00","7,00","5,00","-2,29","6,00","7,00",NOM,"6,00","3,00","1,75","700,11","641,66","1,11","1,15","13,89","2,24","0,41",sapin,"6,76","0,49","5,00","7,00","7,00","2,00","-1,99","7,00","7,00",NOM,"5,00","8,00","1,35","607,61","568,31","5,95","9,86","23,15","33,45","11,72"
ermite-solitaire,hermit solitary,"4,53","2,00","0,02","4,63","1,75","1,00","7,00","5,00","6,00","-0,69","3,50","6,00",ermite,"5,33","1,44","2,00","7,00","5,00","5,00","-0,67","5,00","6,75",NOM,"6,00","0,00","1,85","835,71","688,09","2,23","2,03","2,76","1,05","1,11",solitaire,"3,73","1,87","1,00","7,00","4,00","6,00","0,25","2,00","5,00",ADJ,"9,00","1,00","2,40","646,13","577,85","11,04","20,88","16,14","5,96","10,70"
escalader-gravir,climb ascend,"5,15","2,00",NA,"5,49","1,43","1,00","7,00","6,00","6,00","-1,31","5,00","7,00",escalader,"5,36","1,72","1,00","7,00","6,00","6,00","-0,95","5,00","7,00",VER,"9,00","2,00","1,95","727,33","591,45","2,19","3,85","1,40","0,54","0,76",gravir,"4,94","1,49","1,00","7,00","5,00","6,00","-0,77","4,00","6,00",VER,"6,00","4,00","1,65","623,00","583,82","1,30","5,41","1,76","0,61","2,57"
escroc-voleur,crook thief,"5,15","2,00","0,37","5,06","1,67","1,00","7,00","5,00","6,00","-0,93","4,75","6,00",escroc,"4,53","1,66","1,00","7,00","5,00","6,00","-0,01","3,00","6,00",NOM,"6,00","0,00","2,70","734,39","564,30","6,77","2,91","1,97","5,02","3,42",voleur,"5,77","1,24","3,00","7,00","6,00","4,00","-0,78","5,00","7,00",ADJ,"6,00","2,00","1,75","607,75","489,88","4,94","2,30","7,04","7,55","4,71"
esprit-pensée,mind thought,"2,44","1,00",NA,"5,28","1,43","1,00","7,00","5,00","6,00","-1,06","5,00","6,00",esprit,"2,33","1,76","1,00","7,00","2,00","6,00","1,36","1,00","3,00",NOM,"6,00","0,00","2,15","572,04","520,44","131,70","182,84","223,99","85,29","91,45",pensée,"2,55","1,85","1,00","7,00","2,00","6,00","1,14","1,00","3,00",VER,"6,00","4,00","1,60","569,32","493,17","0,40","1,42","96,86","88,32","21,39"
étable-écurie,barn stable,"6,30","3,00",NA,"4,59","1,97","1,00","7,00","5,00","6,00","-0,73","3,00","6,00",étable,"6,34","1,28","2,00","7,00","7,00","5,00","-2,41","6,00","7,00",NOM,"6,00","3,00","1,65","734,28","634,95","4,85","7,50","1,94","0,40","0,50",écurie,"6,26","1,16","3,00","7,00","7,00","4,00","-1,88","6,00","7,00",NOM,"6,00","0,00","1,85","697,75","604,20","5,08","8,85","2,00","1,12","13,33"
étendue-surface,expanse surface,"4,35","2,00",NA,"4,65","1,41","1,00","7,00","5,00","6,00","-0,72","4,00","5,50",étendue,"3,90","1,79","1,00","7,00","4,00","6,00","0,13","3,00","5,00",VER,"7,00","2,00","1,65","636,61","551,75","1,73","10,95","14,71","2,20","11,02",surface,"4,79","1,77","1,00","7,00","5,00","6,00","-0,75","4,00","6,00",NOM,"7,00","0,00","2,20","646,64","541,91","21,85","51,49","55,82","14,27","55,59"
éternuer-tousser,sneeze cough,"5,80","3,00","0,12","3,63","1,92","1,00","7,00","4,00","6,00","-0,13","1,75","5,00",éternuer,"5,62","1,62","1,00","7,00","6,00","6,00","-1,11","5,00","7,00",VER,"8,00","2,00","2,35","718,08","573,61","1,02","1,62","0,46","1,44","0,06",tousser,"5,98","1,60","1,00","7,00","7,00","6,00","-1,94","6,00","7,00",VER,"7,00","4,00","1,60","730,26","573,70","1,84","5,81","1,03","2,53","0,47"
éthique-morale,ethics moral,"2,85","1,00","0,02","5,36","1,53","1,00","7,00","6,00","6,00","-1,12","5,00","6,75",éthique,"3,08","1,92","1,00","7,00","3,00","6,00","0,72","1,75","4,25",ADJ,"7,00","0,00","1,95","679,81","592,26","0,94","0,14","25,30","9,86","14,88",morale,"2,62","1,64","1,00","7,00","2,00","6,00","1,32","1,00","3,00",ADJ,"6,00","3,00","1,60","627,63","552,53","7,17","14,59","47,78","15,06","19,96"
étincelle-flamme,spark flame,"5,76","3,00",NA,"4,59","1,35","1,00","7,00","5,00","6,00","-0,50","4,00","5,00",étincelle,"5,58","1,45","2,00","7,00","6,00","5,00","-0,85","5,00","7,00",VER,"9,00","0,00","2,85","645,83","572,09","0,78","0,61","5,22","0,76","2,31",flamme,"5,94","1,37","2,00","7,00","6,00","5,00","-1,40","6,00","7,00",NOM,"6,00","3,00","1,75","640,57","516,08","12,61","38,38","14,53","4,15","5,20"
étrange-bizarre,strange weird,"2,49","1,00",NA,"5,91","1,43","1,00","7,00","6,00","6,00","-1,66","5,25","7,00",étrange,"2,49","1,57","1,00","7,00","2,00","6,00","1,27","1,00","3,00",ADJ,"7,00","0,00","1,85","632,79","541,02","70,99","83,65","66,62","43,74","13,59",bizarre,"2,50","1,59","1,00","7,00","2,00","6,00","1,16","1,00","3,00",ADJ,"7,00","1,00","2,35","589,75","525,63","117,31","41,76","36,16","136,83","9,62"
étranger-inconnu,foreigner stranger,"3,72","1,00",NA,"5,21","1,89","1,00","7,00","6,00","6,00","-0,87","4,00","7,00",étranger,"3,59","1,87","1,00","7,00","4,00","6,00","0,21","2,00","5,00",ADJ,"8,00","1,00","1,80","711,74","526,74","12,96","22,84","51,69","28,68","79,18",inconnu,"3,85","1,66","1,00","7,00","4,00","6,00","0,18","3,00","5,00",ADJ,"7,00","0,00","2,55","633,71","542,05","10,31","26,42","30,15","14,88","17,24"
éveillé-vif,alert lively,"3,71","1,00","0,01","4,70","1,62","1,00","7,00","5,00","6,00","-0,96","4,00","6,00",éveillé,"4,08","1,81","1,00","7,00","4,00","6,00","0,24","3,00","5,00",VER,"7,00","2,00","1,70","617,84","575,51","4,70","7,84","5,98","3,79","1,61",vif,"3,34","1,49","1,00","7,00","3,00","6,00","0,66","2,00","4,00",ADJ,"3,00","11,00","1,35","634,60","541,63","9,27","41,62","24,21","6,68","15,84"
évènement-fait,event fact,"3,71","1,00",NA,"4,51","1,92","1,00","7,00","5,00","6,00","-0,56","3,00","6,00",évènement,"3,50","1,56","1,00","7,00","4,00","6,00","-0,18","2,25","5,00",NOM,"9,00","2,00","2,45","640,58","587,28","3,27","0,00","46,41","25,83","62,11",fait,"3,92","1,95","1,00","7,00","4,00","6,00","0,21","2,00","5,00",VER,"4,00","12,00","1,10","571,54","486,85","2751,99","1459,26","2529,31","3784,00","1906,52"
évoluer-changer,evolve change,"3,03","1,00","0,14","5,19","1,10","3,00","7,00","5,00","4,00","0,12","4,00","6,00",évoluer,"2,64","1,31","1,00","6,00","2,00","5,00","0,57","2,00","4,00",VER,"7,00","3,00","1,75","597,82","545,17","2,90","3,18","23,36","8,67","30,92",changer,"3,42","1,65","1,00","7,00","3,00","6,00","0,26","2,75","4,25",VER,"7,00","5,00","1,55","621,26","500,45","140,50","72,30","127,74","178,37","93,21"
excitation-stimulation,excitation stimulation,"3,43","1,00",NA,"5,05","1,19","1,00","7,00","5,00","6,00","-1,15","5,00","6,00",excitation,"3,45","1,84","1,00","7,00","3,00","6,00","0,57","2,00","4,25",NOM,"10,00","0,00","2,40","803,64",NA,"3,81","16,55","9,04","3,65","3,24",stimulation,"3,40","1,56","1,00","7,00","3,00","6,00","0,52","2,50","4,00",NOM,"11,00","1,00","2,50","727,60",NA,"1,23","0,27","2,73","0,51","1,55"
excuse-défense,apology defence,"3,58","1,00",NA,"2,93","1,53","1,00","6,00","3,00","5,00","0,08","1,00","4,00",excuse,"3,62","1,76","1,00","7,00","3,00","6,00","0,32","2,00","5,00",NOM,"6,00","3,00","1,65","604,92","520,27","29,43","11,28","24,36","54,08","9,59",défense,"3,54","1,64","1,00","7,00","3,00","6,00","0,76","2,00","4,00",NOM,"7,00","2,00","1,80","617,96","528,83","48,56","47,77","80,81","44,83","225,08"
extrême-maximum,extreme maximum,"2,82","1,00",NA,"5,18","1,65","1,00","7,00","5,00","6,00","-0,99","5,00","6,00",extrême,"2,61","1,45","1,00","7,00","2,00","6,00","0,84","1,00","4,00",ADJ,"7,00","0,00","2,80","609,20","504,81","9,07","41,62","53,84","14,95","52,52",maximum,"3,04","1,84","1,00","7,00","3,00","6,00","0,61","1,00","4,00",ADJ,"7,00","0,00","2,65","627,08","534,31","5,77","1,96","45,29","16,91","57,67"
facile-aisé,easy convenient,"3,00","1,00",NA,"5,46","1,52","1,00","7,00","6,00","6,00","-1,59","5,00","6,00",facile,"2,74","1,64","1,00","7,00","2,50","6,00","0,79","1,00","4,00",ADJ,"6,00","0,00","1,90","605,08","538,38","153,57","88,65","144,15","144,42","71,29",aisé,"3,26","1,40","1,00","6,00","3,00","5,00","0,26","2,00","4,00",ADJ,"4,00","7,00","1,35","675,92","535,00","1,44","3,11","6,01","1,05","3,16"
facilité-don,ease donation,"3,27","1,00",NA,"3,43","1,93","1,00","7,00","3,00","6,00","0,23","2,00","5,00",facilité,"2,89","1,58","1,00","7,00","2,00","6,00","1,59","2,00","3,00",VER,"8,00","2,00","1,95","670,58","547,75","0,94","1,22","20,23","6,79","13,59",don,"3,66","1,81","1,00","7,00","4,00","6,00","0,40","2,00","4,75",NOM,"3,00","17,00","1,00","607,72","531,78","35,47","30,27","52,66","43,60","25,08"
faiblesse-fatigue,weakness fatigue,"3,24","1,00",NA,"3,31","1,69","1,00","7,00","3,00","6,00","0,28","2,00","5,00",faiblesse,"2,72","1,47","1,00","7,00","2,00","6,00","1,11","2,00","3,00",NOM,"9,00","1,00","2,70","661,36","540,35","11,32","25,34","19,23","5,49","26,74",fatigue,"3,76","2,03","1,00","7,00","3,00","6,00","0,21","2,00","5,75",NOM,"7,00","2,00","1,90","585,17","522,33","8,70","65,81","32,25","39,05","13,15"
faim-appétit,hunger apetite,"4,73","2,00",NA,"5,44","1,73","1,00","7,00","6,00","6,00","-1,32","5,00","7,00",faim,"5,09","1,96","1,00","7,00","5,50","6,00","-0,61","3,75","7,00",NOM,"4,00","4,00","1,75","674,33","523,61","127,49","74,93","47,02","86,22","19,26",appétit,"4,36","1,79","1,00","7,00","4,00","6,00","-0,20","3,00","6,00",NOM,"7,00","0,00","2,80","626,75","546,76","20,68","23,78","13,10","38,15","9,18"
famille-foyer,family household,"5,06","2,00",NA,"5,29","1,27","1,00","7,00","5,00","6,00","-0,94","5,00","6,00",famille,"5,38","1,63","1,00","7,00","6,00","6,00","-0,93","4,50","7,00",NOM,"7,00","1,00","1,85","552,78","491,21","357,75","241,69","289,88","175,09","291,58",foyer,"4,73","1,66","1,00","7,00","5,00","6,00","-0,36","4,00","6,00",ADJ,"5,00","5,00","1,70","584,74","518,34","1,31","1,15","22,99","8,74","27,80"
famine-détresse,famine distress,"3,89","1,00",NA,"3,80","2,15","1,00","7,00","3,00","6,00","0,09","2,00","6,00",famine,"4,58","1,73","1,00","7,00","4,00","6,00","-0,15","4,00","6,00",NOM,"6,00","3,00","1,65","752,04","596,16","4,40","5,61","7,98","2,35","2,54",détresse,"3,20","1,56","1,00","7,00","3,00","6,00","0,64","2,00","4,00",NOM,"8,00","0,00","2,20","649,30","540,33","8,48","18,38","12,35","4,01","7,86"
fantaisie-imaginaire,fantasy imaginary,"2,26","1,00",NA,"4,76","1,57","1,00","7,00","5,00","6,00","-0,61","4,00","6,00",fantaisie,"2,50","1,35","1,00","6,00","2,00","5,00","0,78","1,25","3,00",NOM,"9,00","0,00","2,60","690,75","558,23","5,57","14,26","9,25","2,75","3,42",imaginaire,"2,03","1,34","1,00","7,00","2,00","6,00","1,90","1,00","2,25",ADJ,"10,00","0,00","2,65","682,78",NA,"3,80","12,36","31,88","7,04","8,33"
femme-homme,woman man,"6,06","3,00","0,38","3,56","2,32","1,00","7,00","4,00","6,00","0,08","1,00","6,00",femme,"5,86","1,49","1,00","7,00","6,50","6,00","-1,32","5,00","7,00",NOM,"5,00","2,00","1,80","600,58","492,88","806,57","680,20","337,96","197,92","246,54",homme,"6,26","1,36","1,00","7,00","7,00","6,00","-2,30","6,00","7,00",NOM,"5,00","6,00","1,60","615,52","494,83","781,11","852,23","538,29","226,42","446,60"
fertilité-abondance,fertility plenty,"3,86","1,00",NA,"4,05","1,90","1,00","7,00","4,50","6,00","-0,28","2,25","5,00",fertilité,"4,30","1,70","1,00","7,00","5,00","6,00","-0,39","3,00","5,00",NOM,"9,00","1,00","2,50","790,32","637,75","1,13","1,01","4,67","0,54","1,49",abondance,"3,42","1,73","1,00","7,00","3,00","6,00","0,21","2,00","5,00",NOM,"9,00","1,00","2,75","644,84","619,84","2,76","9,39","11,53","1,95","4,09"
fête-célébration,party celebration,"4,44","2,00","0,01","5,77","1,11","2,00","7,00","6,00","5,00","-1,08","5,00","7,00",fête,"4,91","1,50","1,00","7,00","5,00","6,00","-0,86","4,00","6,00",NOM,"4,00","7,00","1,45","597,58","507,53","138,03","70,41","97,65","176,60","80,41",célébration,"3,97","1,60","1,00","7,00","4,00","6,00","-0,15","3,00","5,00",NOM,"11,00","0,00","2,95","683,75",NA,"2,30","1,96","6,37","1,66","4,97"
feu-brasier,fire inferno,"6,06","3,00",NA,"5,28","1,46","1,00","7,00","6,00","6,00","-1,15","5,00","6,00",feu,"6,38","0,95","3,00","7,00","7,00","4,00","-1,87","6,00","7,00",ADJ,"3,00","9,00","1,30","602,77","512,69","21,93","16,08","183,13","91,46","149,73",brasier,"5,75","1,55","1,00","7,00","6,00","6,00","-1,34","5,00","7,00",NOM,"7,00","1,00","1,85","816,29","669,42","1,43","5,81","1,49","0,07","0,94"
fiction-imaginaire,fiction imaginary,"2,46","1,00",NA,"5,02","1,73","1,00","7,00","5,00","6,00","-1,08","4,25","6,00",fiction,"2,89","1,67","1,00","7,00","2,00","6,00","1,10","2,00","4,00",NOM,"7,00","3,00","1,75","703,46","580,18","6,25","4,32","25,09","15,53","10,70",imaginaire,"2,03","1,34","1,00","7,00","2,00","6,00","1,90","1,00","2,25",ADJ,"10,00","0,00","2,65","682,78",NA,"3,80","12,36","31,88","7,04","8,33"
fier-arrogant,proud arrogant,"3,18","1,00","0,03","3,74","1,99","1,00","7,00","4,00","6,00","0,12","2,00","5,00",fier,"3,15","1,73","1,00","7,00","3,00","6,00","0,57","2,00","4,00",ADJ,"4,00","8,00","1,25","739,88","580,46","46,07","31,42","25,81","37,06","20,08",arrogant,"3,20","1,53","1,00","7,00","3,00","6,00","0,58","2,00","4,00",ADJ,"8,00","2,00","2,00","687,17","600,42","2,98","2,16","3,76","1,16","1,23"
fièvre-palpitation,fever palpitation,"4,76","2,00",NA,"3,08","2,05","1,00","7,00","3,00","6,00","0,38","1,00","5,00",fièvre,"4,66","1,63","1,00","7,00","5,00","6,00","-0,24","4,00","6,00",NOM,"6,00","2,00","1,80","651,04","549,24","24,23","38,58","14,47","13,65","6,99",palpitation,"4,87","1,88","1,00","7,00","5,00","6,00","-0,52","4,00","6,50",NOM,"11,00","0,00","2,85","796,80",NA,"0,04","2,30","0,33","0,07","0,00"
fil-corde,thread rope,"6,35","3,00",NA,"5,07","1,49","1,00","7,00","5,00","6,00","-0,99","4,50","6,00",fil,"6,13","1,28","3,00","7,00","7,00","4,00","-1,28","6,00","7,00",NOM,"3,00","15,00","1,00","617,24","547,62","51,83","75,95","109,08","52,85","65,12",corde,"6,57","1,02","1,00","7,00","7,00","6,00","-3,94","6,00","7,00",NOM,"5,00","9,00","1,35","709,83","547,82","28,89","31,76","13,95","12,25","8,13"
film-photo,movie photo,"6,13","3,00",NA,"3,27","1,90","1,00","7,00","3,50","6,00","0,12","1,00","5,00",film,"5,95","1,27","3,00","7,00","6,50","4,00","-0,89","5,00","7,00",NOM,"4,00","4,00","1,55","541,84","522,32","195,10","49,53","330,80","420,72","179,52",photo,"6,32","0,96","3,00","7,00","7,00","4,00","-1,58","6,00","7,00",NOM,"5,00","1,00","1,80","620,68","481,40","122,47","54,66","187,77","385,28","66,38"
flèche-lance,arrow spear,"5,87","3,00","0,01","4,12","1,95","1,00","7,00","5,00","6,00","-0,32","3,00","5,00",flèche,"6,05","1,52","1,00","7,00","7,00","6,00","-2,13","6,00","7,00",NOM,"6,00","3,00","1,75","557,42","534,43","8,21","15,54","8,07","10,48","5,76",lance,"5,69","1,59","1,00","7,00","6,00","6,00","-1,07","4,00","7,00",NOM,"5,00","5,00","1,45","747,86","520,44","0,00","0,14","47,02","81,71","62,63"
flore-végétation,flora vegetation,"5,55","3,00",NA,"5,43","1,17","2,00","7,00","6,00","5,00","-0,76","5,00","6,00",flore,"5,24","1,61","1,00","7,00","6,00","6,00","-0,76","4,00","7,00",NOM,"5,00","2,00","1,80","649,80","619,24","0,70","1,35","5,61","2,93","4,73",végétation,"5,85","1,44","2,00","7,00","6,00","5,00","-1,18","5,00","7,00",NOM,"10,00","0,00","2,60","713,00",NA,"0,78","8,85","6,64","0,29","3,51"
foi-piété,faith piety,"2,30","1,00",NA,"4,46","1,89","1,00","7,00","5,00","6,00","-0,44","3,00","6,00",foi,"2,21","1,51","1,00","7,00","2,00","6,00","1,28","1,00","3,00",NOM,"3,00","12,00","1,10","608,83","570,43","54,06","76,49","80,21","35,69","25,69",piété,"2,40","1,61","1,00","7,00","2,00","6,00","0,98","1,00","4,00",VER,"5,00","5,00","1,70","791,70",NA,"0,01","0,14","2,55","0,14","0,44"
